City,Resource,Year,Month,Usage
Shah Alam,Water,2023,1,14692.4
Shah Alam,Water,2023,2,14963.52
Shah Alam,Water,2023,3,17105.89
Shah Alam,Water,2023,4,15166.51
Shah Alam,Water,2023,5,15579.02
Shah Alam,Water,2023,6,16034.32
Shah Alam,Water,2023,7,15728.8
Shah Alam,Water,2023,8,14332.31
Shah Alam,Water,2023,9,16460.76
Shah Alam,Water,2023,10,15664.5
Shah Alam,Water,2023,11,14953.45
Shah Alam,Water,2023,12,16309.85
Shah Alam,Water,2024,1,13208.87
Shah Alam,Water,2024,2,15026.14
Shah Alam,Water,2024,3,15821.76
Shah Alam,Water,2024,4,15012.44
Shah Alam,Water,2024,5,15330.77
Shah Alam,Water,2024,6,15841.58
Shah Alam,Water,2024,7,15311.77
Shah Alam,Water,2024,8,14093.28
Shah Alam,Water,2024,9,15790.95
Shah Alam,Water,2024,10,14903.98
Shah Alam,Water,2024,11,15734.07
Shah Alam,Water,2024,12,16807.09
Shah Alam,Water,2025,1,15957.85
Shah Alam,Water,2025,2,15148.02
Shah Alam,Water,2025,3,17036.43
Shah Alam,Electricity,2020,1,37360.19
Shah Alam,Electricity,2020,2,37809.62
Shah Alam,Electricity,2020,3,40185.26
Shah Alam,Electricity,2020,4,38572.32
Shah Alam,Electricity,2020,5,37734.21
Shah Alam,Electricity,2020,6,37922.5
Shah Alam,Electricity,2020,7,37487.82
Shah Alam,Electricity,2020,8,41171.05
Shah Alam,Electricity,2020,9,44758.99
Shah Alam,Electricity,2020,10,37953.06
Shah Alam,Electricity,2020,11,37493.2
Shah Alam,Electricity,2020,12,39477.22
Shah Alam,Electricity,2021,1,37863.84
Shah Alam,Electricity,2021,2,35630.12
Shah Alam,Electricity,2021,3,40174.73
Shah Alam,Electricity,2021,4,35593.74
Shah Alam,Electricity,2021,5,38371.44
Shah Alam,Electricity,2021,6,38069.08
Shah Alam,Electricity,2021,7,36275.49
Shah Alam,Electricity,2021,8,36837.33
Shah Alam,Electricity,2021,9,40982.68
Shah Alam,Electricity,2021,10,39154.96
Shah Alam,Electricity,2021,11,40723.6
Shah Alam,Electricity,2021,12,36811.98
Shah Alam,Electricity,2022,1,35992.15
Shah Alam,Electricity,2022,2,39374.04
Shah Alam,Electricity,2022,3,40195.53
Shah Alam,Electricity,2022,4,39416.92
Shah Alam,Electricity,2022,5,36597.96
Shah Alam,Electricity,2022,6,40575.11
Shah Alam,Electricity,2022,7,35749.71
Shah Alam,Electricity,2022,8,35392.3
Shah Alam,Electricity,2022,9,44322.96
Shah Alam,Electricity,2022,10,37197.96
Shah Alam,Electricity,2022,11,39559.36
Shah Alam,Electricity,2022,12,42824.73
Shah Alam,Electricity,2023,1,38523.59
Shah Alam,Electricity,2023,2,36876.93
Shah Alam,Electricity,2023,3,40988.31
Shah Alam,Electricity,2023,4,39276.39
Shah Alam,Electricity,2023,5,35874.46
Shah Alam,Electricity,2023,6,38603.72
Shah Alam,Electricity,2023,7,37339.51
Shah Alam,Electricity,2023,8,35241.82
Shah Alam,Electricity,2023,9,43511.84
Shah Alam,Electricity,2023,10,37009.9
Shah Alam,Electricity,2023,11,37337.94
Shah Alam,Electricity,2023,12,42721.2
Shah Alam,Electricity,2024,1,39013.21
Shah Alam,Electricity,2024,2,35209.42
Shah Alam,Electricity,2024,3,41480.49
Shah Alam,Electricity,2024,4,38044.71
Shah Alam,Electricity,2024,5,36841.6
Shah Alam,Electricity,2024,6,40833.87
Shah Alam,Electricity,2024,7,38411.8
Shah Alam,Electricity,2024,8,36518.69
Shah Alam,Electricity,2024,9,40240.79
Shah Alam,Electricity,2024,10,43342.08
Shah Alam,Electricity,2024,11,34248.77
Shah Alam,Electricity,2024,12,44475.95
Shah Alam,Electricity,2025,1,36709.97
Shah Alam,Electricity,2025,2,38593.18
Shah Alam,Electricity,2025,3,44603.56
Shah Alam,Fuel,2020,1,25074.42
Shah Alam,Fuel,2020,2,27648.07
Shah Alam,Fuel,2020,3,30768.8
Shah Alam,Fuel,2020,4,25097.98
Shah Alam,Fuel,2020,5,28926.37
Shah Alam,Fuel,2020,6,29745.35
Shah Alam,Fuel,2020,7,26675.85
Shah Alam,Fuel,2020,8,27878.75
Shah Alam,Fuel,2020,9,30659.98
Shah Alam,Fuel,2020,10,28928.02
Shah Alam,Fuel,2020,11,26669.33
Shah Alam,Fuel,2020,12,29512.7
Shah Alam,Fuel,2021,1,27234.46
Shah Alam,Fuel,2021,2,29274.83
Shah Alam,Fuel,2021,3,30216.47
Shah Alam,Fuel,2021,4,27410.89
Shah Alam,Fuel,2021,5,27655.19
Shah Alam,Fuel,2021,6,29484.53
Shah Alam,Fuel,2021,7,26309.06
Shah Alam,Fuel,2021,8,28073.33
Shah Alam,Fuel,2021,9,29390.15
Shah Alam,Fuel,2021,10,29546.92
Shah Alam,Fuel,2021,11,26934.91
Shah Alam,Fuel,2021,12,28982.15
Shah Alam,Fuel,2022,1,27498.17
Shah Alam,Fuel,2022,2,28821.31
Shah Alam,Fuel,2022,3,28340.64
Shah Alam,Fuel,2022,4,24551.4
Shah Alam,Fuel,2022,5,28393.58
Shah Alam,Fuel,2022,6,32055.24
Shah Alam,Fuel,2022,7,25472.01
Shah Alam,Fuel,2022,8,26643.81
Shah Alam,Fuel,2022,9,30943.25
Shah Alam,Fuel,2022,10,25678.87
Shah Alam,Fuel,2022,11,24035.82
Shah Alam,Fuel,2022,12,29472.49
Shah Alam,Fuel,2023,1,25150.89
Shah Alam,Fuel,2023,2,27621.15
Shah Alam,Fuel,2023,3,28643.21
Shah Alam,Fuel,2023,4,26533.61
Shah Alam,Fuel,2023,5,26063.12
Shah Alam,Fuel,2023,6,29440.55
Shah Alam,Fuel,2023,7,26801.09
Shah Alam,Fuel,2023,8,26256.13
Shah Alam,Fuel,2023,9,29719.29
Shah Alam,Fuel,2023,10,28657.73
Shah Alam,Fuel,2023,11,27955.3
Shah Alam,Fuel,2023,12,27564.28
Shah Alam,Fuel,2024,1,28126.36
Shah Alam,Fuel,2024,2,26905.82
Shah Alam,Fuel,2024,3,31877.63
Shah Alam,Fuel,2024,4,27308.7
Shah Alam,Fuel,2024,5,28615.26
Shah Alam,Fuel,2024,6,29162.37
Shah Alam,Fuel,2024,7,24721.1
Shah Alam,Fuel,2024,8,26995.74
Shah Alam,Fuel,2024,9,31237.1
Shah Alam,Fuel,2024,10,29164.02
Shah Alam,Fuel,2024,11,25159.09
Shah Alam,Fuel,2024,12,30853.56
Shah Alam,Fuel,2025,1,25683.56
Shah Alam,Fuel,2025,2,29028.54
Shah Alam,Fuel,2025,3,30865.82
Klang,Water,2020,1,11917.53
Klang,Water,2020,2,12657.3
Klang,Water,2020,3,14213.45
Klang,Water,2020,4,12751.22
Klang,Water,2020,5,12684.2
Klang,Water,2020,6,13679.72
Klang,Water,2020,7,13115.35
Klang,Water,2020,8,12604.19
Klang,Water,2020,9,15220.32
Klang,Water,2020,10,12727.36
Klang,Water,2020,11,13399.47
Klang,Water,2020,12,15292.39
Klang,Water,2021,1,12451.74
Klang,Water,2021,2,15639.46
Klang,Water,2021,3,15213.12
Klang,Water,2021,4,12266.92
Klang,Water,2021,5,12665.91
Klang,Water,2021,6,14976.83
Klang,Water,2021,7,12054.74
Klang,Water,2021,8,12162.29
Klang,Water,2021,9,14401.98
Klang,Water,2021,10,12799.83
Klang,Water,2021,11,12696.24
Klang,Water,2021,12,13098.38
Klang,Water,2022,1,13753.2
Klang,Water,2022,2,11785.21
Klang,Water,2022,3,14769.16
Klang,Water,2022,4,12986.83
Klang,Water,2022,5,12332.49
Klang,Water,2022,6,13700.66
Klang,Water,2022,7,13291.44
Klang,Water,2022,8,12530.48
Klang,Water,2022,9,12967.26
Klang,Water,2022,10,13030.58
Klang,Water,2022,11,12467.57
Klang,Water,2022,12,13384.14
Klang,Water,2023,1,12725.97
Klang,Water,2023,2,12579.25
Klang,Water,2023,3,15030.54
Klang,Water,2023,4,13297.08
Klang,Water,2023,5,12582.41
Klang,Water,2023,6,14424.69
Klang,Water,2023,7,11941.71
Klang,Water,2023,8,12870.61
Klang,Water,2023,9,15572.69
Klang,Water,2023,10,13521.64
Klang,Water,2023,11,13292.91
Klang,Water,2023,12,14259.24
Klang,Water,2024,1,12997.19
Klang,Water,2024,2,12740.46
Klang,Water,2024,3,15798.56
Klang,Water,2024,4,12741.0
Klang,Water,2024,5,12890.85
Klang,Water,2024,6,13571.89
Klang,Water,2024,7,12195.89
Klang,Water,2024,8,13194.76
Klang,Water,2024,9,14955.54
Klang,Water,2024,10,11636.96
Klang,Water,2024,11,11564.24
Klang,Water,2024,12,13405.46
Klang,Water,2025,1,10799.08
Klang,Water,2025,2,12220.41
Klang,Water,2025,3,14804.07
Klang,Electricity,2020,1,31788.35
Klang,Electricity,2020,2,31075.21
Klang,Electricity,2020,3,35481.77
Klang,Electricity,2020,4,31107.12
Klang,Electricity,2020,5,34151.3
Klang,Electricity,2020,6,34969.85
Klang,Electricity,2020,7,32632.41
Klang,Electricity,2020,8,29557.04
Klang,Electricity,2020,9,37478.49
Klang,Electricity,2020,10,31366.96
Klang,Electricity,2020,11,33172.12
Klang,Electricity,2020,12,34464.43
Klang,Electricity,2021,1,31021.55
Klang,Electricity,2021,2,31560.09
Klang,Electricity,2021,3,36316.73
Klang,Electricity,2021,4,32105.12
Klang,Electricity,2021,5,30414.42
Klang,Electricity,2021,6,36334.67
Klang,Electricity,2021,7,30169.09
Klang,Electricity,2021,8,33170.27
Klang,Electricity,2021,9,34147.02
Klang,Electricity,2021,10,33888.46
Klang,Electricity,2021,11,33743.39
Klang,Electricity,2021,12,36238.65
Klang,Electricity,2022,1,29762.27
Klang,Electricity,2022,2,33563.06
Klang,Electricity,2022,3,36895.73
Klang,Electricity,2022,4,33400.15
Klang,Electricity,2022,5,31994.87
Klang,Electricity,2022,6,37099.29
Klang,Electricity,2022,7,35301.74
Klang,Electricity,2022,8,31492.59
Klang,Electricity,2022,9,35222.49
Klang,Electricity,2022,10,31230.79
Klang,Electricity,2022,11,34631.99
Klang,Electricity,2022,12,35171.61
Klang,Electricity,2023,1,32284.04
Klang,Electricity,2023,2,33889.84
Klang,Electricity,2023,3,34820.66
Klang,Electricity,2023,4,31259.25
Klang,Electricity,2023,5,35867.43
Klang,Electricity,2023,6,36765.61
Klang,Electricity,2023,7,30894.27
Klang,Electricity,2023,8,30982.57
Klang,Electricity,2023,9,33625.51
Klang,Electricity,2023,10,31791.03
Klang,Electricity,2023,11,32897.83
Klang,Electricity,2023,12,36042.78
Klang,Electricity,2024,1,33711.67
Klang,Electricity,2024,2,31334.86
Klang,Electricity,2024,3,35143.61
Klang,Electricity,2024,4,33169.84
Klang,Electricity,2024,5,33160.23
Klang,Electricity,2024,6,30954.67
Klang,Electricity,2024,7,29417.31
Klang,Electricity,2024,8,33983.13
Klang,Electricity,2024,9,32147.0
Klang,Electricity,2024,10,35334.4
Klang,Electricity,2024,11,30692.34
Klang,Electricity,2024,12,38322.68
Klang,Electricity,2025,1,31040.32
Klang,Electricity,2025,2,30838.09
Klang,Electricity,2025,3,34024.98
Klang,Fuel,2020,1,24025.88
Klang,Fuel,2020,2,23001.79
Klang,Fuel,2020,3,25337.82
Klang,Fuel,2020,4,23720.36
Klang,Fuel,2020,5,22052.7
Klang,Fuel,2020,6,26344.72
Klang,Fuel,2020,7,22578.19
Klang,Fuel,2020,8,23219.11
Klang,Fuel,2020,9,25652.68
Klang,Fuel,2020,10,24641.45
Klang,Fuel,2020,11,24933.02
Klang,Fuel,2020,12,24713.44
Klang,Fuel,2021,1,23357.63
Klang,Fuel,2021,2,24095.89
Klang,Fuel,2021,3,26031.94
Klang,Fuel,2021,4,22410.25
Klang,Fuel,2021,5,21681.67
Klang,Fuel,2021,6,26557.29
Klang,Fuel,2021,7,23088.89
Klang,Fuel,2021,8,23285.28
Klang,Fuel,2021,9,27418.02
Klang,Fuel,2021,10,23386.8
Klang,Fuel,2021,11,23517.68
Klang,Fuel,2021,12,26556.78
Klang,Fuel,2022,1,24573.21
Klang,Fuel,2022,2,23585.13
Klang,Fuel,2022,3,24437.68
Klang,Fuel,2022,4,23073.22
Klang,Fuel,2022,5,23940.37
Klang,Fuel,2022,6,26523.11
Klang,Fuel,2022,7,23671.0
Klang,Fuel,2022,8,20952.63
Klang,Fuel,2022,9,24721.26
Klang,Fuel,2022,10,23682.6
Klang,Fuel,2022,11,24708.06
Klang,Fuel,2022,12,24418.15
Klang,Fuel,2023,1,22781.84
Klang,Fuel,2023,2,22982.03
Klang,Fuel,2023,3,26386.11
Klang,Fuel,2023,4,24415.46
Klang,Fuel,2023,5,24036.11
Klang,Fuel,2023,6,26236.24
Klang,Fuel,2023,7,21759.65
Klang,Fuel,2023,8,24467.07
Klang,Fuel,2023,9,25009.38
Klang,Fuel,2023,10,23887.16
Klang,Fuel,2023,11,26301.18
Klang,Fuel,2023,12,23903.35
Klang,Fuel,2024,1,24432.01
Klang,Fuel,2024,2,23018.8
Klang,Fuel,2024,3,25548.88
Klang,Fuel,2024,4,23571.92
Klang,Fuel,2024,5,25551.54
Klang,Fuel,2024,6,25690.92
Klang,Fuel,2024,7,24017.32
Klang,Fuel,2024,8,23290.85
Klang,Fuel,2024,9,24531.0
Klang,Fuel,2024,10,25167.62
Klang,Fuel,2024,11,22651.0
Klang,Fuel,2024,12,25996.91
Klang,Fuel,2025,1,25745.78
Klang,Fuel,2025,2,24273.63
Klang,Fuel,2025,3,24284.85
Johor Bahru,Water,2020,1,17729.17
Johor Bahru,Water,2020,2,15982.84
Johor Bahru,Water,2020,3,17159.93
Johor Bahru,Water,2020,4,17052.61
Johor Bahru,Water,2020,5,17408.11
Johor Bahru,Water,2020,6,16908.5
Johor Bahru,Water,2020,7,16576.99
Johor Bahru,Water,2020,8,16724.64
Johor Bahru,Water,2020,9,17336.04
Johor Bahru,Water,2020,10,16577.7
Johor Bahru,Water,2020,11,15639.74
Johor Bahru,Water,2020,12,17512.84
Johor Bahru,Water,2021,1,15762.46
Johor Bahru,Water,2021,2,16426.12
Johor Bahru,Water,2021,3,16502.59
Johor Bahru,Water,2021,4,15307.56
Johor Bahru,Water,2021,5,14901.19
Johor Bahru,Water,2021,6,16839.55
Johor Bahru,Water,2021,7,16973.74
Johor Bahru,Water,2021,8,17834.49
Johor Bahru,Water,2021,9,18356.74
Johor Bahru,Water,2021,10,14585.39
Johor Bahru,Water,2021,11,14275.5
Johor Bahru,Water,2021,12,17837.26
Johor Bahru,Water,2022,1,16997.29
Johor Bahru,Water,2022,2,15178.58
Johor Bahru,Water,2022,3,17926.93
Johor Bahru,Water,2022,4,15292.2
Johor Bahru,Water,2022,5,15173.4
Johor Bahru,Water,2022,6,16755.65
Johor Bahru,Water,2022,7,15657.08
Johor Bahru,Water,2022,8,15885.19
Johor Bahru,Water,2022,9,17175.03
Johor Bahru,Water,2022,10,16803.16
Johor Bahru,Water,2022,11,15483.25
Johor Bahru,Water,2022,12,18066.36
Johor Bahru,Water,2023,1,16043.28
Johor Bahru,Water,2023,2,17256.66
Johor Bahru,Water,2023,3,19737.94
Johor Bahru,Water,2023,4,16701.46
Johor Bahru,Water,2023,5,16373.15
Johor Bahru,Water,2023,6,16897.74
Johor Bahru,Water,2023,7,14560.55
Johor Bahru,Water,2023,8,15443.04
Johor Bahru,Water,2023,9,18380.0
Johor Bahru,Water,2023,10,15818.06
Johor Bahru,Water,2023,11,14692.02
Johor Bahru,Water,2023,12,17710.93
Johor Bahru,Water,2024,1,16442.78
Johor Bahru,Water,2024,2,16013.55
Johor Bahru,Water,2024,3,16536.97
Johor Bahru,Water,2024,4,16303.72
Johor Bahru,Water,2024,5,15999.4
Johor Bahru,Water,2024,6,18145.72
Johor Bahru,Water,2024,7,14812.3
Johor Bahru,Water,2024,8,16444.43
Johor Bahru,Water,2024,9,18626.96
Johor Bahru,Water,2024,10,16234.12
Johor Bahru,Water,2024,11,16887.51
Johor Bahru,Water,2024,12,17359.23
Johor Bahru,Water,2025,1,16481.29
Johor Bahru,Water,2025,2,16333.84
Johor Bahru,Water,2025,3,17609.75
Johor Bahru,Electricity,2020,1,42651.5
Johor Bahru,Electricity,2020,2,40606.5
Johor Bahru,Electricity,2020,3,43675.22
Johor Bahru,Electricity,2020,4,39322.93
Johor Bahru,Electricity,2020,5,42330.51
Johor Bahru,Electricity,2020,6,47260.79
Johor Bahru,Electricity,2020,7,41351.6
Johor Bahru,Electricity,2020,8,42885.75
Johor Bahru,Electricity,2020,9,46156.28
Johor Bahru,Electricity,2020,10,38496.93
Johor Bahru,Electricity,2020,11,37663.81
Johor Bahru,Electricity,2020,12,41487.06
Johor Bahru,Electricity,2021,1,39006.46
Johor Bahru,Electricity,2021,2,38628.55
Johor Bahru,Electricity,2021,3,44303.21
Johor Bahru,Electricity,2021,4,40878.77
Johor Bahru,Electricity,2021,5,40359.19
Johor Bahru,Electricity,2021,6,43407.87
Johor Bahru,Electricity,2021,7,39501.9
Johor Bahru,Electricity,2021,8,39482.88
Johor Bahru,Electricity,2021,9,44850.24
Johor Bahru,Electricity,2021,10,35932.77
Johor Bahru,Electricity,2021,11,40982.42
Johor Bahru,Electricity,2021,12,48387.71
Johor Bahru,Electricity,2022,1,37179.3
Johor Bahru,Electricity,2022,2,42343.07
Johor Bahru,Electricity,2022,3,41229.04
Johor Bahru,Electricity,2022,4,40099.84
Johor Bahru,Electricity,2022,5,39746.96
Johor Bahru,Electricity,2022,6,42922.9
Johor Bahru,Electricity,2022,7,38077.66
Johor Bahru,Electricity,2022,8,41571.97
Johor Bahru,Electricity,2022,9,43917.76
Johor Bahru,Electricity,2022,10,40784.24
Johor Bahru,Electricity,2022,11,37061.77
Johor Bahru,Electricity,2022,12,46543.19
Johor Bahru,Electricity,2023,1,39164.28
Johor Bahru,Electricity,2023,2,42968.47
Johor Bahru,Electricity,2023,3,41180.6
Johor Bahru,Electricity,2023,4,39752.54
Johor Bahru,Electricity,2023,5,41223.63
Johor Bahru,Electricity,2023,6,42749.72
Johor Bahru,Electricity,2023,7,42626.56
Johor Bahru,Electricity,2023,8,42072.47
Johor Bahru,Electricity,2023,9,41715.15
Johor Bahru,Electricity,2023,10,41252.25
Johor Bahru,Electricity,2023,11,38725.66
Johor Bahru,Electricity,2023,12,43702.96
Johor Bahru,Electricity,2024,1,40281.81
Johor Bahru,Electricity,2024,2,37376.85
Johor Bahru,Electricity,2024,3,43011.78
Johor Bahru,Electricity,2024,4,39822.74
Johor Bahru,Electricity,2024,5,41577.15
Johor Bahru,Electricity,2024,6,40392.21
Johor Bahru,Electricity,2024,7,40993.72
Johor Bahru,Electricity,2024,8,41042.63
Johor Bahru,Electricity,2024,9,44515.88
Johor Bahru,Electricity,2024,10,42423.71
Johor Bahru,Electricity,2024,11,39982.33
Johor Bahru,Electricity,2024,12,44116.02
Johor Bahru,Electricity,2025,1,42303.95
Johor Bahru,Electricity,2025,2,38609.59
Johor Bahru,Electricity,2025,3,45042.59
Johor Bahru,Fuel,2020,1,29292.79
Johor Bahru,Fuel,2020,2,28844.82
Johor Bahru,Fuel,2020,3,32183.69
Johor Bahru,Fuel,2020,4,26860.38
Johor Bahru,Fuel,2020,5,26843.36
Johor Bahru,Fuel,2020,6,32285.28
Johor Bahru,Fuel,2020,7,27046.57
Johor Bahru,Fuel,2020,8,27466.5
Johor Bahru,Fuel,2020,9,33067.2
Johor Bahru,Fuel,2020,10,29024.23
Johor Bahru,Fuel,2020,11,27198.83
Johor Bahru,Fuel,2020,12,31116.47
Johor Bahru,Fuel,2021,1,30593.0
Johor Bahru,Fuel,2021,2,29618.44
Johor Bahru,Fuel,2021,3,34146.1
Johor Bahru,Fuel,2021,4,29400.99
Johor Bahru,Fuel,2021,5,29767.89
Johor Bahru,Fuel,2021,6,30808.01
Johor Bahru,Fuel,2021,7,29742.21
Johor Bahru,Fuel,2021,8,28447.28
Johor Bahru,Fuel,2021,9,31634.41
Johor Bahru,Fuel,2021,10,27019.81
Johor Bahru,Fuel,2021,11,28084.67
Johor Bahru,Fuel,2021,12,30055.51
Johor Bahru,Fuel,2022,1,29213.74
Johor Bahru,Fuel,2022,2,27111.18
Johor Bahru,Fuel,2022,3,32100.21
Johor Bahru,Fuel,2022,4,27252.65
Johor Bahru,Fuel,2022,5,28303.5
Johor Bahru,Fuel,2022,6,32437.45
Johor Bahru,Fuel,2022,7,30488.21
Johor Bahru,Fuel,2022,8,29444.66
Johor Bahru,Fuel,2022,9,33149.06
Johor Bahru,Fuel,2022,10,27730.93
Johor Bahru,Fuel,2022,11,28501.75
Johor Bahru,Fuel,2022,12,32062.26
Johor Bahru,Fuel,2023,1,27919.32
Johor Bahru,Fuel,2023,2,29803.98
Johor Bahru,Fuel,2023,3,31511.48
Johor Bahru,Fuel,2023,4,29394.99
Johor Bahru,Fuel,2023,5,28473.37
Johor Bahru,Fuel,2023,6,30081.99
Johor Bahru,Fuel,2023,7,28640.88
Johor Bahru,Fuel,2023,8,30406.7
Johor Bahru,Fuel,2023,9,31634.16
Johor Bahru,Fuel,2023,10,27943.84
Johor Bahru,Fuel,2023,11,28141.31
Johor Bahru,Fuel,2023,12,31354.18
Johor Bahru,Fuel,2024,1,29258.54
Johor Bahru,Fuel,2024,2,28634.1
Johor Bahru,Fuel,2024,3,30408.43
Johor Bahru,Fuel,2024,4,26267.2
Johor Bahru,Fuel,2024,5,29795.45
Johor Bahru,Fuel,2024,6,31869.4
Johor Bahru,Fuel,2024,7,29378.7
Johor Bahru,Fuel,2024,8,28490.25
Johor Bahru,Fuel,2024,9,31080.6
Johor Bahru,Fuel,2024,10,27306.02
Johor Bahru,Fuel,2024,11,27720.07
Johor Bahru,Fuel,2024,12,30377.44
Johor Bahru,Fuel,2025,1,28705.59
Johor Bahru,Fuel,2025,2,29995.54
Johor Bahru,Fuel,2025,3,32492.41
Iskandar Puteri,Water,2020,1,11953.66
Iskandar Puteri,Water,2020,2,12275.21
Iskandar Puteri,Water,2020,3,15221.47
Iskandar Puteri,Water,2020,4,11420.33
Iskandar Puteri,Water,2020,5,12277.25
Iskandar Puteri,Water,2020,6,12741.18
Iskandar Puteri,Water,2020,7,11564.77
Iskandar Puteri,Water,2020,8,11786.37
Iskandar Puteri,Water,2020,9,14277.98
Iskandar Puteri,Water,2020,10,12277.82
Iskandar Puteri,Water,2020,11,11904.62
Iskandar Puteri,Water,2020,12,13324.25
Iskandar Puteri,Water,2021,1,11981.31
Iskandar Puteri,Water,2021,2,12518.88
Iskandar Puteri,Water,2021,3,13705.65
Iskandar Puteri,Water,2021,4,12203.35
Iskandar Puteri,Water,2021,5,12653.81
Iskandar Puteri,Water,2021,6,13838.25
Iskandar Puteri,Water,2021,7,11739.12
Iskandar Puteri,Water,2021,8,12000.18
Iskandar Puteri,Water,2021,9,13551.84
Iskandar Puteri,Water,2021,10,11474.97
Iskandar Puteri,Water,2021,11,13117.18
Iskandar Puteri,Water,2021,12,12449.43
Iskandar Puteri,Water,2022,1,11820.9
Iskandar Puteri,Water,2022,2,11953.66
Iskandar Puteri,Water,2022,3,12628.26
Iskandar Puteri,Water,2022,4,11859.16
Iskandar Puteri,Water,2022,5,11644.23
Iskandar Puteri,Water,2022,6,13061.16
Iskandar Puteri,Water,2022,7,11953.75
Iskandar Puteri,Water,2022,8,12703.92
Iskandar Puteri,Water,2022,9,12653.48
Iskandar Puteri,Water,2022,10,12841.05
Iskandar Puteri,Water,2022,11,12132.91
Iskandar Puteri,Water,2022,12,12903.57
Iskandar Puteri,Water,2023,1,11878.12
Iskandar Puteri,Water,2023,2,13132.32
Iskandar Puteri,Water,2023,3,13463.05
Iskandar Puteri,Water,2023,4,10722.67
Iskandar Puteri,Water,2023,5,12511.55
Iskandar Puteri,Water,2023,6,14102.56
Iskandar Puteri,Water,2023,7,12059.65
Iskandar Puteri,Water,2023,8,11641.22
Iskandar Puteri,Water,2023,9,12313.84
Iskandar Puteri,Water,2023,10,12041.26
Iskandar Puteri,Water,2023,11,11783.72
Iskandar Puteri,Water,2023,12,12531.04
Iskandar Puteri,Water,2024,1,12229.38
Iskandar Puteri,Water,2024,2,12207.21
Iskandar Puteri,Water,2024,3,13086.09
Iskandar Puteri,Water,2024,4,13497.75
Iskandar Puteri,Water,2024,5,11916.33
Iskandar Puteri,Water,2024,6,13865.2
Iskandar Puteri,Water,2024,7,12235.66
Iskandar Puteri,Water,2024,8,12686.96
Iskandar Puteri,Water,2024,9,13896.1
Iskandar Puteri,Water,2024,10,12203.75
Iskandar Puteri,Water,2024,11,11842.68
Iskandar Puteri,Water,2024,12,13757.24
Iskandar Puteri,Water,2025,1,12059.02
Iskandar Puteri,Water,2025,2,12185.22
Iskandar Puteri,Water,2025,3,13835.41
Iskandar Puteri,Electricity,2020,1,31444.49
Iskandar Puteri,Electricity,2020,2,30277.81
Iskandar Puteri,Electricity,2020,3,33889.57
Iskandar Puteri,Electricity,2020,4,31439.28
Iskandar Puteri,Electricity,2020,5,28993.27
Iskandar Puteri,Electricity,2020,6,34287.76
Iskandar Puteri,Electricity,2020,7,26265.33
Iskandar Puteri,Electricity,2020,8,30475.57
Iskandar Puteri,Electricity,2020,9,35589.62
Iskandar Puteri,Electricity,2020,10,29665.96
Iskandar Puteri,Electricity,2020,11,30358.88
Iskandar Puteri,Electricity,2020,12,31671.98
Iskandar Puteri,Electricity,2021,1,28864.64
Iskandar Puteri,Electricity,2021,2,29378.52
Iskandar Puteri,Electricity,2021,3,32485.7
Iskandar Puteri,Electricity,2021,4,30753.11
Iskandar Puteri,Electricity,2021,5,30317.16
Iskandar Puteri,Electricity,2021,6,30885.4
Iskandar Puteri,Electricity,2021,7,30600.34
Iskandar Puteri,Electricity,2021,8,30810.48
Iskandar Puteri,Electricity,2021,9,34561.77
Iskandar Puteri,Electricity,2021,10,30540.09
Iskandar Puteri,Electricity,2021,11,29728.71
Iskandar Puteri,Electricity,2021,12,33409.94
Iskandar Puteri,Electricity,2022,1,28710.77
Iskandar Puteri,Electricity,2022,2,29339.76
Iskandar Puteri,Electricity,2022,3,33251.21
Iskandar Puteri,Electricity,2022,4,28106.15
Iskandar Puteri,Electricity,2022,5,30347.41
Iskandar Puteri,Electricity,2022,6,30461.5
Iskandar Puteri,Electricity,2022,7,29683.5
Iskandar Puteri,Electricity,2022,8,29671.75
Iskandar Puteri,Electricity,2022,9,31923.39
Iskandar Puteri,Electricity,2022,10,30200.95
Iskandar Puteri,Electricity,2022,11,28725.19
Iskandar Puteri,Electricity,2022,12,32960.27
Iskandar Puteri,Electricity,2023,1,30513.02
Iskandar Puteri,Electricity,2023,2,29953.27
Iskandar Puteri,Electricity,2023,3,30044.24
Iskandar Puteri,Electricity,2023,4,30268.71
Iskandar Puteri,Electricity,2023,5,30977.76
Iskandar Puteri,Electricity,2023,6,32739.34
Iskandar Puteri,Electricity,2023,7,30687.14
Iskandar Puteri,Electricity,2023,8,31078.67
Iskandar Puteri,Electricity,2023,9,32589.4
Iskandar Puteri,Electricity,2023,10,30123.62
Iskandar Puteri,Electricity,2023,11,31430.5
Iskandar Puteri,Electricity,2023,12,33199.67
Iskandar Puteri,Electricity,2024,1,30411.22
Iskandar Puteri,Electricity,2024,2,31488.92
Iskandar Puteri,Electricity,2024,3,33161.48
Iskandar Puteri,Electricity,2024,4,32008.94
Iskandar Puteri,Electricity,2024,5,30940.99
Iskandar Puteri,Electricity,2024,6,31050.33
Iskandar Puteri,Electricity,2024,7,29723.23
Iskandar Puteri,Electricity,2024,8,30170.72
Iskandar Puteri,Electricity,2024,9,31979.27
Iskandar Puteri,Electricity,2024,10,29427.14
Iskandar Puteri,Electricity,2024,11,30926.57
Iskandar Puteri,Electricity,2024,12,33573.52
Iskandar Puteri,Electricity,2025,1,30274.39
